id,informativeness,naturalness,quality,gptscore_gpt2-large_src_hypo,bartscore_facebook/bart-large-cnn_src_hypo,bertscore_microsoft/deberta-large-mnli_layer_default_ref_hypo_P,bertscore_microsoft/deberta-large-mnli_layer_default_ref_hypo_R,bertscore_microsoft/deberta-large-mnli_layer_default_ref_hypo_F,rouge-1-p_ref_hypo,rouge-1-r_ref_hypo,rouge-1-f_ref_hypo,rouge-2-p_ref_hypo,rouge-2-r_ref_hypo,rouge-2-f_ref_hypo,rouge-l-p_ref_hypo,rouge-l-r_ref_hypo,rouge-l-f_ref_hypo,meteor_ref_hypo,bleu_ref_hypo,moverscore_default_ref_hypo,unieval_fact_consistency_src_hypo,unieval_summarization_coherence_src_hypo,unieval_summarization_consistency_src_hypo,unieval_summarization_fluency_src_hypo,unieval_summarization_overall_src_hypo
109,6.0,5.0,5.0,-2.670222282409668,-3.27302885055542,"[0.9999999403953552, 0.852633535861969]","[0.9999999403953552, 0.8304802775382996]","[0.9999999403953552, 0.8414111137390137]","[1.0, 0.5555555555555556]","[1.0, 0.625]","[0.999999995, 0.5882352891349482]","[1.0, 0.3333333333333333]","[1.0, 0.3333333333333333]","[0.999999995, 0.3333333283333334]","[1.0, 0.4444444444444444]","[1.0, 0.5]","[0.999999995, 0.4705882303114187]","[0.9996243425995492, 0.520408163265306]","[1.3165594234639305e-231, 1.3165594234639305e-231]","[1.0, 0.6773433146817069]",0.9157490948886394,0.9656376131809536,0.9728061432950579,0.6086806886533512,0.8490414817097877
110,5.0,3.0,3.0,-2.969314813613892,-3.5946547985076904,"[0.9323497414588928, 0.7702398300170898]","[0.9154414534568787, 0.6824949383735657]","[0.9238182902336121, 0.7237175107002258]","[0.8461538461538461, 0.6923076923076923]","[0.8461538461538461, 0.47368421052631576]","[0.8461538411538462, 0.5624999951757813]","[0.6153846153846154, 0.3076923076923077]","[0.6153846153846154, 0.16666666666666666]","[0.6153846103846154, 0.21621621165814472]","[0.8461538461538461, 0.5384615384615384]","[0.8461538461538461, 0.3684210526315789]","[0.8461538411538462, 0.4374999951757813]","[0.854043392504931, 0.26619258120315203]","[1.2183324802375697e-231, 1.2183324802375697e-231]","[0.8269371955848057, 0.3627273110413278]",0.7788336554913651,0.9156386463219651,0.9422203830811756,0.041398474688826924,0.6330858346973226
111,2.0,1.0,1.0,-3.4585113525390625,-5.001015663146973,"[0.7986910343170166, 0.7084824442863464]","[0.7936536073684692, 0.6944756507873535]","[0.796164333820343, 0.701409101486206]","[0.9, 0.6]","[0.8181818181818182, 0.46153846153846156]","[0.8571428521541952, 0.5217391255198489]","[0.45454545454545453, 0.36363636363636365]","[0.4166666666666667, 0.25]","[0.434782603705104, 0.2962962914677641]","[0.8, 0.6]","[0.7272727272727273, 0.46153846153846156]","[0.7619047569160999, 0.5217391255198489]","[0.7776278976818544, 0.4618473895582329]","[1.3568676344828118e-231, 1.1409851298103347e-231]","[0.6675620787420139, 0.500481492934441]",0.931218697362012,0.9298094461062004,0.9684144270925069,0.06434843983668925,0.6541907710117988
112,4.0,2.0,2.0,-2.6815035343170166,-3.709084510803223,"[0.9482641816139221, 0.8546905517578125]","[0.9435205459594727, 0.8458895683288574]","[0.9458864331245422, 0.8502672910690308]","[1.0, 0.7777777777777778]","[0.9, 0.6363636363636364]","[0.9473684160664821, 0.6999999950500001]","[0.8888888888888888, 0.5555555555555556]","[0.8, 0.45454545454545453]","[0.8421052581717452, 0.4999999950500001]","[1.0, 0.7777777777777778]","[0.9, 0.6363636363636364]","[0.9473684160664821, 0.6999999950500001]","[0.9215917772067505, 0.6545430672268908]","[1.3165594234639305e-231, 1.1896457329133973e-231]","[0.9003276751812325, 0.7347356091291324]",0.8769159229803803,0.9679039356937357,0.97306502123967,0.5789024635135314,0.839957140148979
113,6.0,5.0,5.0,-2.541940927505493,-3.2302255630493164,"[0.9500325918197632, 0.8771286606788635]","[0.9500325322151184, 0.8042474985122681]","[0.9500325322151184, 0.8391085267066956]","[1.0, 0.8]","[1.0, 0.6666666666666666]","[0.999999995, 0.7272727223140496]","[0.8, 0.4]","[0.8, 0.3333333333333333]","[0.7999999950000002, 0.36363635867768596]","[0.9, 0.7]","[0.9, 0.5833333333333334]","[0.899999995, 0.6363636314049588]","[0.9814814814814815, 0.6463768115942029]","[1.2882297539194154e-231, 1.2882297539194154e-231]","[0.8862535736519386, 0.6736497785986156]",0.8311851315414329,0.9694218359632233,0.9741454696393435,0.4601928667921403,0.8012533907982357
114,4.0,4.0,3.0,-2.6979243755340576,-3.749320268630981,"[0.9114856719970703, 0.9753143787384033]","[0.8279734253883362, 0.922279953956604]","[0.8677248954772949, 0.9480560421943665]","[0.8888888888888888, 1.0]","[0.6153846153846154, 0.8181818181818182]","[0.7272727224380167, 0.8999999950500001]","[0.4444444444444444, 0.8888888888888888]","[0.3076923076923077, 0.7272727272727273]","[0.36363635880165296, 0.79999999505]","[0.6666666666666666, 1.0]","[0.46153846153846156, 0.8181818181818182]","[0.5454545406198348, 0.8999999950500001]","[0.610958904109589, 0.8567923553719008]","[1.1896457329133973e-231, 1.1896457329133973e-231]","[0.5968784435125445, 0.8566957666726642]",0.8540930640253137,0.9633154047193517,0.9673736756745371,0.502379117305562,0.8110227325664837
115,6.0,5.0,5.0,-2.948981761932373,-3.389614582061768,"[0.8832290172576904, 0.8906327486038208]","[0.8313403725624084, 0.8228711485862732]","[0.8564995527267456, 0.8554121255874634]","[0.7, 0.7]","[0.5833333333333334, 0.5833333333333334]","[0.6363636314049588, 0.6363636314049588]","[0.3, 0.3]","[0.25, 0.25]","[0.27272726776859507, 0.27272726776859507]","[0.5, 0.7]","[0.4166666666666667, 0.5833333333333334]","[0.4545454495867769, 0.6363636314049588]","[0.5555555555555556, 0.38552989130434784]","[1.1640469867513693e-231, 5.233427736988301e-155]","[0.6141901520543321, 0.6653531689032768]",0.8367861959549678,0.965370977472412,0.971609861647778,0.40196594720935885,0.7796489287765164
116,5.0,5.0,6.0,-2.7847707271575928,-3.3135831356048584,"[0.8747525811195374, 0.7764866948127747]","[0.9099193215370178, 0.6782792806625366]","[0.8919894695281982, 0.7240680456161499]","[0.8, 0.5]","[0.8, 0.45454545454545453]","[0.7999999950000002, 0.47619047120181407]","[0.6, 0.2]","[0.6, 0.14285714285714285]","[0.5999999950000001, 0.1666666618055557]","[0.8, 0.5]","[0.8, 0.45454545454545453]","[0.7999999950000002, 0.47619047120181407]","[0.7957957957957958, 0.19230769230769232]","[9.788429383461836e-232, 5.233427736988301e-155]","[0.8504280130148896, 0.46569947336198103]",0.7799337208958185,0.9747022431274652,0.9781749436068738,0.7887205312698997,0.9138659060014129
117,5.0,3.0,5.0,-3.133725166320801,-3.865336179733277,"[0.7834316492080688, 0.8347033262252808]","[0.8569681644439697, 0.8830257654190063]","[0.8185516595840454, 0.8581848740577698]","[0.6, 0.8]","[0.8571428571428571, 1.0]","[0.7058823480968859, 0.8888888839506174]","[0.2857142857142857, 0.5714285714285714]","[0.5, 0.8888888888888888]","[0.36363635900826446, 0.6956521691493385]","[0.6, 0.8]","[0.8571428571428571, 1.0]","[0.7058823480968859, 0.8888888839506174]","[0.6507731958762887, 0.878907653611211]","[1.0832677820940877e-231, 1.1988328686372911e-231]","[0.6469531712271211, 0.7363765973993739]",0.7927537235507158,0.8837830845746086,0.9261191496315168,0.499449353238534,0.7697838624815532
118,6.0,5.0,5.0,-3.3322253227233887,-3.523263931274414,"[0.7315981388092041, 0.847707986831665]","[0.7346478700637817, 0.847707986831665]","[0.7331198453903198, 0.847707986831665]","[0.7, 0.9]","[0.7, 0.9]","[0.699999995, 0.899999995]","[0.36363636363636365, 0.5454545454545454]","[0.36363636363636365, 0.5454545454545454]","[0.3636363586363637, 0.5454545404545454]","[0.6, 0.7]","[0.6, 0.7]","[0.5999999950000001, 0.699999995]","[0.6800326497296194, 0.9715521165225307]","[1.1409851298103347e-231, 1.2627076138080564e-231]","[0.6576405870173281, 0.8666662637824125]",0.8732200887092774,0.9243461809411452,0.9488083193633139,0.0385644630444607,0.6372396544496399
119,4.0,3.0,2.0,-3.74635910987854,-4.555568218231201,"[0.6672834157943726, 0.7910586595535278]","[0.6145330667495728, 0.7226533889770508]","[0.6398228406906128, 0.7553104162216187]","[0.42857142857142855, 0.7142857142857143]","[0.2727272727272727, 0.45454545454545453]","[0.3333333285802469, 0.5555555508024692]","[0.125, 0.375]","[0.07692307692307693, 0.23076923076923078]","[0.0952380905215422, 0.28571428099773244]","[0.2857142857142857, 0.5714285714285714]","[0.18181818181818182, 0.36363636363636365]","[0.2222222174691359, 0.44444443969135805]","[0.2413793103448276, 0.4746700723712218]","[1.2183324802375697e-231, 1.2199981975731961e-231]","[0.35791951069506656, 0.5378249255567153]",0.9400733050423252,0.8949146189912691,0.9434594237594347,0.21154981517923427,0.6833079526433127
120,4.0,1.0,4.0,-2.968489408493042,-3.990838050842285,"[0.7659279108047485, 0.7738199234008789]","[0.7402620315551758, 0.7631483674049377]","[0.7528762817382812, 0.7684471011161804]","[0.875, 0.875]","[0.5833333333333334, 0.7777777777777778]","[0.6999999952000001, 0.823529406782007]","[0.45454545454545453, 0.45454545454545453]","[0.38461538461538464, 0.5]","[0.4166666617013889, 0.47619047120181407]","[0.75, 0.875]","[0.5, 0.7777777777777778]","[0.5999999952, 0.823529406782007]","[0.4265100671140939, 0.7684426229508196]","[1.2395288183339461e-231, 1.2395288183339461e-231]","[0.5259689020511984, 0.6450462107319184]",0.5794022566230863,0.24482788916508555,0.3619137903713775,0.0195254488515012,0.20875570946265476
121,6.0,6.0,6.0,-3.6426846981048575,-4.565582275390625,"[0.9009177088737488, 0.8402412533760071]","[0.8633207082748413, 0.8469045758247375]","[0.8817185759544373, 0.8435598015785217]","[0.9090909090909091, 0.8181818181818182]","[0.7142857142857143, 0.8181818181818182]","[0.799999995072, 0.8181818131818183]","[0.5833333333333334, 0.5]","[0.4666666666666667, 0.5]","[0.518518513580247, 0.4999999950000001]","[0.8181818181818182, 0.5454545454545454]","[0.6428571428571429, 0.5454545454545454]","[0.7199999950720002, 0.5454545404545454]","[0.7562980547780179, 0.8002649675099361]","[1.2395288183339461e-231, 1.1200407237786664e-231]","[0.7135219373940795, 0.7284187914948942]",0.8347121966049259,0.9142177152533751,0.9267323904098198,0.4854960000655666,0.7754820352429205
122,3.0,4.0,4.0,-2.727091789245605,-3.903625249862671,"[0.9497355222702026, 0.9396007657051086]","[0.7536847591400146, 0.8687500953674316]","[0.8404281735420227, 0.9027875065803528]","[1.0, 0.8333333333333334]","[0.5454545454545454, 0.7142857142857143]","[0.7058823483737025, 0.7692307642603551]","[1.0, 0.7142857142857143]","[0.5833333333333334, 0.625]","[0.7368421006094183, 0.6666666616888889]","[1.0, 0.8333333333333334]","[0.5454545454545454, 0.7142857142857143]","[0.7058823483737025, 0.7692307642603551]","[0.6630086877000457, 0.7687074829931974]","[1.2387197655613557e-231, 1.1193096620723278e-231]","[0.5534424896064862, 0.7722292283373517]",0.8625330640226774,0.9518228362041341,0.9608062853805417,0.8639132414379185,0.9255141210075314
123,5.0,5.0,5.0,-3.6101772785186768,-4.455325126647949,"[0.8867130279541016, 0.8791378140449524]","[0.8940789699554443, 0.9437456727027893]","[0.8903807997703552, 0.9102968573570251]","[0.875, 0.875]","[0.7777777777777778, 1.0]","[0.823529406782007, 0.9333333283555556]","[0.6, 0.8]","[0.6, 1.0]","[0.5999999950000001, 0.8888888839506174]","[0.875, 0.875]","[0.7777777777777778, 1.0]","[0.823529406782007, 0.9333333283555556]","[0.7812500000000001, 0.8847736625514403]","[1.1640469867513693e-231, 9.788429383461836e-232]","[0.7838191619739238, 0.8079158562631704]",0.8041340260632064,0.8789121792664167,0.9148740209754238,0.5524518521651114,0.7820793508023174
124,6.0,6.0,6.0,-3.0396533012390137,-3.307434797286988,"[0.8414720296859741, 0.9999998807907104]","[0.780892550945282, 0.9999998807907104]","[0.8100513219833374, 0.9999998807907104]","[0.8333333333333334, 1.0]","[0.625, 1.0]","[0.7142857093877552, 0.999999995]","[0.6666666666666666, 1.0]","[0.5, 1.0]","[0.5714285665306124, 0.999999995]","[0.8333333333333334, 1.0]","[0.625, 1.0]","[0.7142857093877552, 0.999999995]","[0.66167290886392, 0.9990234375]","[1.2882297539194154e-231, 1.4256605770826504e-231]","[0.6600541157915095, 1.0]",0.8746742137324819,0.9521796697669862,0.9672759186194873,0.8183052526306576,0.9125869470057104
125,5.0,5.0,5.0,-3.857224225997925,-3.42386245727539,"[0.8513416051864624, 0.890906572341919]","[0.8503989577293396, 0.7868332862854004]","[0.8508700728416443, 0.8356420397758484]","[0.8, 0.9]","[0.8, 0.6428571428571429]","[0.7999999950000002, 0.7499999951388889]","[0.3, 0.5]","[0.3, 0.3333333333333333]","[0.2999999950000001, 0.39999999520000007]","[0.6, 0.8]","[0.6, 0.5714285714285714]","[0.5999999950000001, 0.6666666618055556]","[0.7433333333333335, 0.5310897435897436]","[1.2882297539194154e-231, 1.1640469867513693e-231]","[0.7435564441920215, 0.6296957926508774]",0.8343024169871951,0.8995404913195418,0.9397384975298518,0.10736114027845788,0.6488800430426171
126,6.0,6.0,2.0,-3.490842819213867,-3.793088912963867,"[0.8401641249656677, 0.8021550178527832]","[0.8302574157714844, 0.7687066793441772]","[0.8351813554763794, 0.7850747108459473]","[0.7272727272727273, 0.8181818181818182]","[0.6153846153846154, 0.6923076923076923]","[0.666666661701389, 0.7499999950347224]","[0.4166666666666667, 0.4166666666666667]","[0.38461538461538464, 0.3333333333333333]","[0.39999999500800004, 0.37037036543209884]","[0.6363636363636364, 0.6363636363636364]","[0.5384615384615384, 0.5384615384615384]","[0.5833333283680556, 0.5833333283680556]","[0.5560402684563758, 0.4708860759493671]","[1.2395288183339461e-231, 1.1200407237786664e-231]","[0.6408766406987074, 0.5457759351940146]",0.8075152881906421,0.8237089108062846,0.8784829014590361,0.09327202185352476,0.5984879447062819
127,4.0,4.0,5.0,-4.516927242279053,-4.688579559326172,"[0.8037518262863159, 0.8925721645355225]","[0.7800197601318359, 0.8220541477203369]","[0.7917079329490662, 0.8558630347251892]","[0.625, 0.875]","[0.5555555555555556, 0.7]","[0.5882352891349482, 0.7777777728395062]","[0.125, 0.5]","[0.1111111111111111, 0.4]","[0.11764705384083066, 0.4444444395061729]","[0.625, 0.75]","[0.5555555555555556, 0.6]","[0.5882352891349482, 0.6666666617283951]","[0.4263888888888889, 0.7292320569156728]","[1.0244914152188952e-231, 1.2183324802375697e-231]","[0.6467561294725059, 0.6485216778633964]",0.5993454511183524,0.841034155695981,0.8678230630890906,0.3925181976729319,0.7004584721526678
128,5.0,5.0,5.0,-3.7243974208831774,-4.020133972167969,"[0.9130391478538513, 0.9452610015869141]","[0.8276227116584778, 0.9701354503631592]","[0.8682352304458618, 0.9575367569923401]","[1.0, 1.0]","[0.7272727272727273, 1.0]","[0.8421052582825486, 0.999999995]","[0.5, 1.0]","[0.36363636363636365, 1.0]","[0.42105262670360116, 0.999999995]","[0.625, 1.0]","[0.45454545454545453, 1.0]","[0.5263157845983379, 0.999999995]","[0.7023622047244095, 0.9883326549993218]","[1.3483065280626046e-231, 1.2183324802375697e-231]","[0.6309081009860588, 0.9670855784854409]",0.7206697165354317,0.9266279346167775,0.9516397950515234,0.4858411782184444,0.7880363026289151
129,4.0,2.0,2.0,-3.297187566757202,-3.802777051925659,"[0.8600163459777832, 0.8330018520355225]","[0.9427643418312073, 0.9548071622848511]","[0.8994913101196289, 0.8897551894187927]","[0.875, 0.875]","[1.0, 1.0]","[0.9333333283555556, 0.9333333283555556]","[0.875, 0.875]","[1.0, 1.0]","[0.9333333283555556, 0.9333333283555556]","[0.875, 0.875]","[1.0, 1.0]","[0.9333333283555556, 0.9333333283555556]","[0.9835843169176502, 0.9746570121951219]","[1.3483065280626046e-231, 1.2183324802375697e-231]","[0.8715705539847611, 0.8632466257618717]",0.9082810822899764,0.8334868605141412,0.9146733478228013,0.18501985779729757,0.64439335537808
130,2.0,2.0,2.0,-4.113871574401856,-4.1939377784729,"[0.8234980702400208, 0.8987269401550293]","[0.7620546221733093, 0.9590333700180054]","[0.7915858030319214, 0.9279013276100159]","[0.8571428571428571, 0.8571428571428571]","[0.6666666666666666, 1.0]","[0.7499999950781251, 0.9230769181065088]","[0.42857142857142855, 0.7142857142857143]","[0.3333333333333333, 0.8333333333333334]","[0.37499999507812504, 0.7692307642603551]","[0.7142857142857143, 0.8571428571428571]","[0.5555555555555556, 1.0]","[0.6249999950781252, 0.9230769181065088]","[0.6411049268192124, 0.9799382716049383]","[1.1193096620723278e-231, 1.2387197655613557e-231]","[0.6743202604016187, 0.8093070529534082]",0.6664405707916438,0.8775075959239723,0.9130693393164884,0.001060734798070422,0.5972125566795105
131,3.0,4.0,5.0,-3.340583324432373,-3.841572761535645,"[0.7958130836486816, 0.8439154624938965]","[0.8047565221786499, 0.8391923308372498]","[0.8002597689628601, 0.8415472507476807]","[0.7142857142857143, 0.7142857142857143]","[0.625, 0.625]","[0.6666666616888889, 0.6666666616888889]","[0.25, 0.25]","[0.25, 0.25]","[0.24999999500000009, 0.24999999500000009]","[0.5714285714285714, 0.5714285714285714]","[0.5, 0.5]","[0.5333333283555556, 0.5333333283555556]","[0.3296703296703296, 0.47959183673469385]","[1.0244914152188952e-231, 1.2183324802375697e-231]","[0.6281331502046081, 0.6385667254985125]",0.7707163698747895,0.8588720456194177,0.9062448097208845,0.3362003006325073,0.7004390519909364
132,3.0,4.0,4.0,-3.248023509979248,-3.531770944595337,"[0.9233664870262146, 0.9081101417541504]","[0.7969651222229004, 0.7488642930984497]","[0.855522096157074, 0.8208349347114563]","[1.0, 0.8333333333333334]","[0.6666666666666666, 0.5]","[0.7999999952000001, 0.6249999953125001]","[0.8333333333333334, 0.5]","[0.5, 0.2727272727272727]","[0.6249999953125001, 0.3529411719031142]","[1.0, 0.6666666666666666]","[0.6666666666666666, 0.4]","[0.7999999952000001, 0.49999999531250006]","[0.6465517241379309, 0.5077551020408162]","[1.2882297539194154e-231, 1.2882297539194154e-231]","[0.5745419536944321, 0.4829810449364572]",0.8693322920983134,0.9388942356309311,0.9547829779795178,0.754662502523562,0.8827799053780035
133,5.0,6.0,5.0,-3.608986377716065,-3.5275802612304688,"[0.9999997019767761, 0.9332633018493652]","[0.9999997019767761, 0.9566587209701538]","[0.9999997019767761, 0.9448161721229553]","[1.0, 1.0]","[1.0, 1.0]","[0.999999995, 0.999999995]","[1.0, 1.0]","[1.0, 1.0]","[0.999999995, 0.999999995]","[1.0, 1.0]","[1.0, 1.0]","[0.999999995, 0.999999995]","[0.9990234375, 0.9844782983615982]","[1.2882297539194154e-231, 1.0832677820940877e-231]","[1.0, 0.9631396302506995]",0.8654169884775174,0.9517611788208407,0.9649724909154903,0.8344403876741112,0.9170580191368142
134,5.0,5.0,5.0,-3.770434856414795,-3.728024244308472,"[0.9292756915092468, 0.9433346390724182]","[0.8417454957962036, 0.8073345422744751]","[0.8833475708961487, 0.8700520396232605]","[1.0, 1.0]","[0.8571428571428571, 0.6]","[0.9230769181065088, 0.7499999953125]","[0.8333333333333334, 0.8333333333333334]","[0.7142857142857143, 0.5]","[0.7692307642603551, 0.6249999953125001]","[1.0, 1.0]","[0.8571428571428571, 0.6]","[0.9230769181065088, 0.7499999953125]","[0.864795918367347, 0.6842672413793103]","[1.0832677820940877e-231, 1.2882297539194154e-231]","[0.7145657361991411, 0.5227419916246814]",0.8255986474941862,0.9445885772049608,0.9604850420449712,0.8344403876741112,0.9131713356413478
135,6.0,6.0,6.0,-3.3391435146331787,-3.550316333770752,"[1.0, 0.8164586424827576]","[1.0, 0.7162336111068726]","[1.0, 0.7630692720413208]","[1.0, 0.8333333333333334]","[1.0, 0.5555555555555556]","[0.999999995, 0.6666666618666668]","[1.0, 0.5]","[1.0, 0.3333333333333333]","[0.999999995, 0.39999999520000007]","[1.0, 0.8333333333333334]","[1.0, 0.5555555555555556]","[0.999999995, 0.6666666618666668]","[0.9990234375, 0.5739795918367346]","[1.4256605770826504e-231, 1.2882297539194154e-231]","[1.0, 0.4897721396040512]",0.8964895405068628,0.9607425453271728,0.9729988670086739,0.8970843120575476,0.943608574797798
136,5.0,4.0,4.0,-3.282794237136841,-4.42097806930542,"[0.8502519130706787, 0.7259805798530579]","[0.8622750639915466, 0.7149880528450012]","[0.8562212586402893, 0.7204424142837524]","[1.0, 0.8]","[1.0, 0.6666666666666666]","[0.999999995, 0.7272727223140496]","[0.7142857142857143, 0.35714285714285715]","[0.8333333333333334, 0.3333333333333333]","[0.7692307642603551, 0.3448275812128419]","[1.0, 0.7]","[1.0, 0.5833333333333334]","[0.999999995, 0.6363636314049588]","[0.974981604120677, 0.46499999999999997]","[1.1988328686372911e-231, 4.987693055201041e-155]","[0.8262323177963854, 0.6087450315351406]",0.832035210009653,0.8948788914404069,0.9422765044754476,0.028103029433871808,0.6217528084499088
